Country,lat,long,date,pop,temperature,humidity,confirmed,deaths,recovered
Afghanistan,33,65,22-01-20,38928346,4,75,0,0,0
Afghanistan,33,65,23-01-20,38928346,4,63,0,0,0
Afghanistan,33,65,24-01-20,38928346,4,92,0,0,0
Afghanistan,33,65,25-01-20,38928346,6,84,0,0,0
Afghanistan,33,65,26-01-20,38928346,5,62,0,0,0
Afghanistan,33,65,27-01-20,38928346,5,62,0,0,0
Afghanistan,33,65,28-01-20,38928346,3,47,0,0,0
Afghanistan,33,65,29-01-20,38928346,4,40,0,0,0
Afghanistan,33,65,30-01-20,38928346,4,35,0,0,0
Afghanistan,33,65,31-01-20,38928346,5,38,0,0,0
Afghanistan,33,65,01-02-20,38928346,7,41,0,0,0
Afghanistan,33,65,02-02-20,38928346,8,41,0,0,0
Afghanistan,33,65,03-02-20,38928346,4,85,0,0,0
Afghanistan,33,65,04-02-20,38928346,6,72,0,0,0
Afghanistan,33,65,05-02-20,38928346,7,39,0,0,0
Afghanistan,33,65,06-02-20,38928346,7,40,0,0,0
Afghanistan,33,65,07-02-20,38928346,8,36,0,0,0
Afghanistan,33,65,08-02-20,38928346,11,32,0,0,0
Afghanistan,33,65,09-02-20,38928346,13,37,0,0,0
Afghanistan,33,65,10-02-20,38928346,10,68,0,0,0
Afghanistan,33,65,11-02-20,38928346,9,90,0,0,0
Afghanistan,33,65,12-02-20,38928346,10,88,0,0,0
Afghanistan,33,65,13-02-20,38928346,9,58,0,0,0
Afghanistan,33,65,14-02-20,38928346,11,39,0,0,0
Afghanistan,33,65,15-02-20,38928346,12,36,0,0,0
Afghanistan,33,65,16-02-20,38928346,13,33,0,0,0
Afghanistan,33,65,17-02-20,38928346,13,30,0,0,0
Afghanistan,33,65,18-02-20,38928346,14,36,0,0,0
Afghanistan,33,65,19-02-20,38928346,10,46,0,0,0
Afghanistan,33,65,20-02-20,38928346,13,35,0,0,0
Afghanistan,33,65,21-02-20,38928346,15,37,0,0,0
Afghanistan,33,65,22-02-20,38928346,18,41,0,0,0
Afghanistan,33,65,23-02-20,38928346,17,48,0,0,0
Afghanistan,33,65,24-02-20,38928346,16,52,1,0,0
Afghanistan,33,65,25-02-20,38928346,17,50,1,0,0
Afghanistan,33,65,26-02-20,38928346,18,42,1,0,0
Afghanistan,33,65,27-02-20,38928346,19,48,1,0,0
Afghanistan,33,65,28-02-20,38928346,13,59,1,0,0
Afghanistan,33,65,29-02-20,38928346,15,53,1,0,0
Afghanistan,33,65,01-03-20,38928346,18,41,1,0,0
Afghanistan,33,65,02-03-20,38928346,18,38,1,0,0
Afghanistan,33,65,03-03-20,38928346,17,50,1,0,0
Afghanistan,33,65,04-03-20,38928346,15,58,1,0,0
Afghanistan,33,65,05-03-20,38928346,10,75,1,0,0
Afghanistan,33,65,06-03-20,38928346,14,55,1,0,0
Afghanistan,33,65,07-03-20,38928346,12,49,1,0,0
Afghanistan,33,65,08-03-20,38928346,12,39,4,0,0
Afghanistan,33,65,09-03-20,38928346,11,49,4,0,0
Afghanistan,33,65,10-03-20,38928346,6,91,5,0,0
Afghanistan,33,65,11-03-20,38928346,7,82,7,0,0
Afghanistan,33,65,12-03-20,38928346,13,60,7,0,0
Afghanistan,33,65,13-03-20,38928346,15,48,7,0,0
Afghanistan,33,65,14-03-20,38928346,17,36,11,0,0
Afghanistan,33,65,15-03-20,38928346,17,33,16,0,0
Afghanistan,33,65,16-03-20,38928346,18,44,21,0,1
Afghanistan,33,65,17-03-20,38928346,18,51,22,0,1
Afghanistan,33,65,18-03-20,38928346,19,49,22,0,1
Afghanistan,33,65,19-03-20,38928346,20,44,22,0,1
Afghanistan,33,65,20-03-20,38928346,20,47,24,0,1
Afghanistan,33,65,21-03-20,38928346,19,47,24,0,1
China,,,22-03-20,1441070432,19,53,81060,3261,72252
Albania,41.1533,20.1683,22-01-20,2877797,11,45,0,0,0
Albania,41.1533,20.1683,23-01-20,2877797,14,45,0,0,0
Albania,41.1533,20.1683,24-01-20,2877797,13,56,0,0,0
Albania,41.1533,20.1683,25-01-20,2877797,12,81,0,0,0
Albania,41.1533,20.1683,26-01-20,2877797,13,79,0,0,0
Albania,41.1533,20.1683,27-01-20,2877797,10,91,0,0,0
Albania,41.1533,20.1683,28-01-20,2877797,10,91,0,0,0
Albania,41.1533,20.1683,29-01-20,2877797,10,92,0,0,0
Albania,41.1533,20.1683,30-01-20,2877797,11,82,0,0,0
Albania,41.1533,20.1683,31-01-20,2877797,12,63,0,0,0
Albania,41.1533,20.1683,01-02-20,2877797,13,83,0,0,0
Albania,41.1533,20.1683,02-02-20,2877797,14,86,0,0,0
Albania,41.1533,20.1683,03-02-20,2877797,14,84,0,0,0
Albania,41.1533,20.1683,04-02-20,2877797,15,83,0,0,0
Albania,41.1533,20.1683,05-02-20,2877797,6,85,0,0,0
Albania,41.1533,20.1683,06-02-20,2877797,5,62,0,0,0
Albania,41.1533,20.1683,07-02-20,2877797,8,55,0,0,0
Albania,41.1533,20.1683,08-02-20,2877797,11,66,0,0,0
Albania,41.1533,20.1683,09-02-20,2877797,11,72,0,0,0
Albania,41.1533,20.1683,10-02-20,2877797,10,83,0,0,0
Albania,41.1533,20.1683,11-02-20,2877797,12,88,0,0,0
Albania,41.1533,20.1683,12-02-20,2877797,14,86,0,0,0
Albania,41.1533,20.1683,13-02-20,2877797,14,67,0,0,0
Albania,41.1533,20.1683,14-02-20,2877797,9,78,0,0,0
Albania,41.1533,20.1683,15-02-20,2877797,12,70,0,0,0
Albania,41.1533,20.1683,16-02-20,2877797,16,65,0,0,0
Albania,41.1533,20.1683,17-02-20,2877797,15,63,0,0,0
Albania,41.1533,20.1683,18-02-20,2877797,15,68,0,0,0
Albania,41.1533,20.1683,19-02-20,2877797,14,81,0,0,0
Albania,41.1533,20.1683,20-02-20,2877797,10,81,0,0,0
Albania,41.1533,20.1683,21-02-20,2877797,13,59,0,0,0
Albania,41.1533,20.1683,22-02-20,2877797,10,57,0,0,0
Albania,41.1533,20.1683,23-02-20,2877797,14,54,0,0,0
Albania,41.1533,20.1683,24-02-20,2877797,16,59,0,0,0
Albania,41.1533,20.1683,25-02-20,2877797,17,67,0,0,0
Albania,41.1533,20.1683,26-02-20,2877797,15,76,0,0,0
Albania,41.1533,20.1683,27-02-20,2877797,6,89,0,0,0
Albania,41.1533,20.1683,28-02-20,2877797,7,89,0,0,0
Albania,41.1533,20.1683,29-02-20,2877797,11,56,0,0,0
Albania,41.1533,20.1683,01-03-20,2877797,13,53,0,0,0
Albania,41.1533,20.1683,02-03-20,2877797,17,76,0,0,0
Albania,41.1533,20.1683,03-03-20,2877797,16,70,0,0,0
Albania,41.1533,20.1683,04-03-20,2877797,10,91,0,0,0
Albania,41.1533,20.1683,05-03-20,2877797,11,83,0,0,0
Albania,41.1533,20.1683,06-03-20,2877797,12,69,0,0,0
Albania,41.1533,20.1683,07-03-20,2877797,10,91,0,0,0
Albania,41.1533,20.1683,08-03-20,2877797,12,89,0,0,0
Albania,41.1533,20.1683,09-03-20,2877797,12,86,2,0,0
Albania,41.1533,20.1683,10-03-20,2877797,12,81,10,0,0
Albania,41.1533,20.1683,11-03-20,2877797,14,72,12,1,0
Albania,41.1533,20.1683,12-03-20,2877797,21,67,23,1,0
Albania,41.1533,20.1683,13-03-20,2877797,20,67,33,1,0
Albania,41.1533,20.1683,14-03-20,2877797,20,73,38,1,0
Albania,41.1533,20.1683,15-03-20,2877797,13,87,42,1,0
Albania,41.1533,20.1683,16-03-20,2877797,13,70,51,1,0
Albania,41.1533,20.1683,17-03-20,2877797,15,60,55,1,0
Albania,41.1533,20.1683,18-03-20,2877797,19,57,59,2,0
Albania,41.1533,20.1683,19-03-20,2877797,15,64,64,2,0
Albania,41.1533,20.1683,20-03-20,2877797,18,62,70,2,0
Albania,41.1533,20.1683,21-03-20,2877797,18,63,76,2,2
Italy,43,12,22-03-20,60461826,15,79,59138,5476,7024
Algeria,28.0339,1.6596,22-01-20,43851044,29,20,0,0,0
Algeria,28.0339,1.6596,23-01-20,43851044,27,25,0,0,0
Algeria,28.0339,1.6596,24-01-20,43851044,27,22,0,0,0
Algeria,28.0339,1.6596,25-01-20,43851044,29,19,0,0,0
Algeria,28.0339,1.6596,26-01-20,43851044,30,26,0,0,0
Algeria,28.0339,1.6596,27-01-20,43851044,26,28,0,0,0
Algeria,28.0339,1.6596,28-01-20,43851044,24,33,0,0,0
Algeria,28.0339,1.6596,29-01-20,43851044,24,28,0,0,0
Algeria,28.0339,1.6596,30-01-20,43851044,25,22,0,0,0
Algeria,28.0339,1.6596,31-01-20,43851044,27,19,0,0,0
Algeria,28.0339,1.6596,01-02-20,43851044,27,19,0,0,0
Algeria,28.0339,1.6596,02-02-20,43851044,25,23,0,0,0
Algeria,28.0339,1.6596,03-02-20,43851044,25,31,0,0,0
Algeria,28.0339,1.6596,04-02-20,43851044,27,31,0,0,0
Algeria,28.0339,1.6596,05-02-20,43851044,29,27,0,0,0
Algeria,28.0339,1.6596,06-02-20,43851044,23,28,0,0,0
Algeria,28.0339,1.6596,07-02-20,43851044,23,18,0,0,0
Algeria,28.0339,1.6596,08-02-20,43851044,25,16,0,0,0
Algeria,28.0339,1.6596,09-02-20,43851044,26,14,0,0,0
Algeria,28.0339,1.6596,10-02-20,43851044,28,14,0,0,0
Algeria,28.0339,1.6596,11-02-20,43851044,29,13,0,0,0
Algeria,28.0339,1.6596,12-02-20,43851044,28,16,0,0,0
Algeria,28.0339,1.6596,13-02-20,43851044,28,36,0,0,0
Algeria,28.0339,1.6596,14-02-20,43851044,29,18,0,0,0
Algeria,28.0339,1.6596,15-02-20,43851044,29,17,0,0,0
Algeria,28.0339,1.6596,16-02-20,43851044,29,18,0,0,0
Algeria,28.0339,1.6596,17-02-20,43851044,28,21,0,0,0
Algeria,28.0339,1.6596,18-02-20,43851044,25,25,0,0,0
Algeria,28.0339,1.6596,19-02-20,43851044,27,19,0,0,0
Algeria,28.0339,1.6596,20-02-20,43851044,27,19,0,0,0
Algeria,28.0339,1.6596,21-02-20,43851044,30,19,0,0,0
Algeria,28.0339,1.6596,22-02-20,43851044,28,18,0,0,0
Algeria,28.0339,1.6596,23-02-20,43851044,25,20,0,0,0
Algeria,28.0339,1.6596,24-02-20,43851044,26,26,0,0,0
Algeria,28.0339,1.6596,25-02-20,43851044,26,19,1,0,0
Algeria,28.0339,1.6596,26-02-20,43851044,28,15,1,0,0
Algeria,28.0339,1.6596,27-02-20,43851044,28,14,1,0,0
Algeria,28.0339,1.6596,28-02-20,43851044,29,20,1,0,0
Algeria,28.0339,1.6596,29-02-20,43851044,31,16,1,0,0
Algeria,28.0339,1.6596,01-03-20,43851044,31,13,1,0,0
Algeria,28.0339,1.6596,02-03-20,43851044,31,11,3,0,0
Algeria,28.0339,1.6596,03-03-20,43851044,31,15,5,0,0
Algeria,28.0339,1.6596,04-03-20,43851044,31,21,12,0,0
Algeria,28.0339,1.6596,05-03-20,43851044,31,23,12,0,0
Algeria,28.0339,1.6596,06-03-20,43851044,33,15,17,0,0
Algeria,28.0339,1.6596,07-03-20,43851044,27,22,17,0,0
Algeria,28.0339,1.6596,08-03-20,43851044,24,20,19,0,0
Algeria,28.0339,1.6596,09-03-20,43851044,25,20,20,0,0
Algeria,28.0339,1.6596,10-03-20,43851044,26,21,20,0,0
Algeria,28.0339,1.6596,11-03-20,43851044,25,26,20,0,0
Algeria,28.0339,1.6596,12-03-20,43851044,28,26,24,1,8
Algeria,28.0339,1.6596,13-03-20,43851044,31,19,26,2,8
Algeria,28.0339,1.6596,14-03-20,43851044,33,13,37,3,12
Algeria,28.0339,1.6596,15-03-20,43851044,34,10,48,4,12
Algeria,28.0339,1.6596,16-03-20,43851044,33,10,54,4,12
Algeria,28.0339,1.6596,17-03-20,43851044,32,13,60,4,12
Algeria,28.0339,1.6596,18-03-20,43851044,34,11,74,7,12
Algeria,28.0339,1.6596,19-03-20,43851044,34,17,87,9,32
Algeria,28.0339,1.6596,20-03-20,43851044,28,16,90,11,32
Algeria,28.0339,1.6596,21-03-20,43851044,30,20,139,15,32
United States of America,,,22-03-20,331002651,11,69,33272,417,0
Andorra,42.5063,1.5218,22-01-20,77265,0,98,0,0,0
Andorra,42.5063,1.5218,23-01-20,77265,-1,97,0,0,0
Andorra,42.5063,1.5218,24-01-20,77265,1,91,0,0,0
Andorra,42.5063,1.5218,25-01-20,77265,1,97,0,0,0
Andorra,42.5063,1.5218,26-01-20,77265,3,94,0,0,0
Andorra,42.5063,1.5218,27-01-20,77265,2,91,0,0,0
Andorra,42.5063,1.5218,28-01-20,77265,4,90,0,0,0
Andorra,42.5063,1.5218,29-01-20,77265,5,69,0,0,0
Andorra,42.5063,1.5218,30-01-20,77265,5,89,0,0,0
Andorra,42.5063,1.5218,31-01-20,77265,4,94,0,0,0
Andorra,42.5063,1.5218,01-02-20,77265,6,89,0,0,0
Andorra,42.5063,1.5218,02-02-20,77265,8,83,0,0,0
Andorra,42.5063,1.5218,03-02-20,77265,9,76,0,0,0
Andorra,42.5063,1.5218,04-02-20,77265,6,83,0,0,0
Andorra,42.5063,1.5218,05-02-20,77265,6,44,0,0,0
Andorra,42.5063,1.5218,06-02-20,77265,7,38,0,0,0
Andorra,42.5063,1.5218,07-02-20,77265,7,42,0,0,0
Andorra,42.5063,1.5218,08-02-20,77265,6,62,0,0,0
Andorra,42.5063,1.5218,09-02-20,77265,6,85,0,0,0
Andorra,42.5063,1.5218,10-02-20,77265,11,77,0,0,0
Andorra,42.5063,1.5218,11-02-20,77265,9,82,0,0,0
Andorra,42.5063,1.5218,12-02-20,77265,7,87,0,0,0
Andorra,42.5063,1.5218,13-02-20,77265,8,89,0,0,0
Andorra,42.5063,1.5218,14-02-20,77265,10,69,0,0,0
Andorra,42.5063,1.5218,15-02-20,77265,10,63,0,0,0
Andorra,42.5063,1.5218,16-02-20,77265,9,53,0,0,0
Andorra,42.5063,1.5218,17-02-20,77265,12,62,0,0,0
Andorra,42.5063,1.5218,18-02-20,77265,7,70,0,0,0
Andorra,42.5063,1.5218,19-02-20,77265,10,56,0,0,0
Andorra,42.5063,1.5218,20-02-20,77265,12,40,0,0,0
Andorra,42.5063,1.5218,21-02-20,77265,12,47,0,0,0
Andorra,42.5063,1.5218,22-02-20,77265,14,33,0,0,0
Andorra,42.5063,1.5218,23-02-20,77265,16,38,0,0,0
Andorra,42.5063,1.5218,24-02-20,77265,16,31,0,0,0
Andorra,42.5063,1.5218,25-02-20,77265,9,50,0,0,0
Andorra,42.5063,1.5218,26-02-20,77265,3,69,0,0,0
Andorra,42.5063,1.5218,27-02-20,77265,8,75,0,0,0
Andorra,42.5063,1.5218,28-02-20,77265,9,87,0,0,0
Andorra,42.5063,1.5218,29-02-20,77265,9,87,0,0,0
Andorra,42.5063,1.5218,01-03-20,77265,5,89,0,0,0
Andorra,42.5063,1.5218,02-03-20,77265,3,93,1,0,0
Andorra,42.5063,1.5218,03-03-20,77265,0,88,1,0,0
Andorra,42.5063,1.5218,04-03-20,77265,5,87,1,0,0
Andorra,42.5063,1.5218,05-03-20,77265,5,97,1,0,0
Andorra,42.5063,1.5218,06-03-20,77265,0,83,1,0,0
Andorra,42.5063,1.5218,07-03-20,77265,1,88,1,0,0
Andorra,42.5063,1.5218,08-03-20,77265,7,77,1,0,0
Andorra,42.5063,1.5218,09-03-20,77265,1,86,1,0,0
Andorra,42.5063,1.5218,10-03-20,77265,11,79,1,0,0
Andorra,42.5063,1.5218,11-03-20,77265,16,55,1,0,0
Andorra,42.5063,1.5218,12-03-20,77265,15,63,1,0,1
Andorra,42.5063,1.5218,13-03-20,77265,10,94,1,0,0
Andorra,42.5063,1.5218,14-03-20,77265,11,83,1,0,1
Andorra,42.5063,1.5218,15-03-20,77265,10,85,1,0,1
Andorra,42.5063,1.5218,16-03-20,77265,3,99,2,0,1
Andorra,42.5063,1.5218,17-03-20,77265,10,92,39,0,1
Andorra,42.5063,1.5218,18-03-20,77265,13,85,39,0,1
Andorra,42.5063,1.5218,19-03-20,77265,12,72,53,0,1
Andorra,42.5063,1.5218,20-03-20,77265,9,74,75,0,1
Andorra,42.5063,1.5218,21-03-20,77265,10,68,88,0,1
Spain,40,-4,22-03-20,46754778,13,77,28768,1772,2575
Angola,-11.2027,17.8739,22-01-20,29780000,24,87,0,0,0
Angola,-11.2027,17.8739,23-01-20,29780000,24,82,0,0,0
Angola,-11.2027,17.8739,24-01-20,29780000,25,81,0,0,0
Angola,-11.2027,17.8739,25-01-20,29780000,23,86,0,0,0
Angola,-11.2027,17.8739,26-01-20,29780000,23,88,0,0,0
Angola,-11.2027,17.8739,27-01-20,29780000,22,90,0,0,0
Angola,-11.2027,17.8739,28-01-20,29780000,23,90,0,0,0
Angola,-11.2027,17.8739,29-01-20,29780000,21,91,0,0,0
Angola,-11.2027,17.8739,30-01-20,29780000,21,90,0,0,0
Angola,-11.2027,17.8739,31-01-20,29780000,21,91,0,0,0
Angola,-11.2027,17.8739,01-02-20,29780000,22,90,0,0,0
Angola,-11.2027,17.8739,02-02-20,29780000,21,94,0,0,0
Angola,-11.2027,17.8739,03-02-20,29780000,22,93,0,0,0
Angola,-11.2027,17.8739,04-02-20,29780000,22,90,0,0,0
Angola,-11.2027,17.8739,05-02-20,29780000,22,89,0,0,0
Angola,-11.2027,17.8739,06-02-20,29780000,22,90,0,0,0
Angola,-11.2027,17.8739,07-02-20,29780000,24,85,0,0,0
Angola,-11.2027,17.8739,08-02-20,29780000,23,84,0,0,0
Angola,-11.2027,17.8739,09-02-20,29780000,21,93,0,0,0
Angola,-11.2027,17.8739,10-02-20,29780000,22,90,0,0,0
Angola,-11.2027,17.8739,11-02-20,29780000,19,93,0,0,0
Angola,-11.2027,17.8739,12-02-20,29780000,22,87,0,0,0
Angola,-11.2027,17.8739,13-02-20,29780000,26,79,0,0,0
Angola,-11.2027,17.8739,14-02-20,29780000,25,81,0,0,0
Angola,-11.2027,17.8739,15-02-20,29780000,23,89,0,0,0
Angola,-11.2027,17.8739,16-02-20,29780000,19,94,0,0,0
Angola,-11.2027,17.8739,17-02-20,29780000,23,89,0,0,0
Angola,-11.2027,17.8739,18-02-20,29780000,25,87,0,0,0
Angola,-11.2027,17.8739,19-02-20,29780000,19,93,0,0,0
Angola,-11.2027,17.8739,20-02-20,29780000,22,90,0,0,0
Angola,-11.2027,17.8739,21-02-20,29780000,26,82,0,0,0
Angola,-11.2027,17.8739,22-02-20,29780000,21,93,0,0,0
Angola,-11.2027,17.8739,23-02-20,29780000,23,90,0,0,0
Angola,-11.2027,17.8739,24-02-20,29780000,23,89,0,0,0
Angola,-11.2027,17.8739,25-02-20,29780000,27,81,0,0,0
Angola,-11.2027,17.8739,26-02-20,29780000,25,84,0,0,0
Angola,-11.2027,17.8739,27-02-20,29780000,25,86,0,0,0
Angola,-11.2027,17.8739,28-02-20,29780000,25,85,0,0,0
Angola,-11.2027,17.8739,29-02-20,29780000,26,72,0,0,0
Angola,-11.2027,17.8739,01-03-20,29780000,25,65,0,0,0
Angola,-11.2027,17.8739,02-03-20,29780000,26,67,0,0,0
Angola,-11.2027,17.8739,03-03-20,29780000,26,63,0,0,0
Angola,-11.2027,17.8739,04-03-20,29780000,26,68,0,0,0
Angola,-11.2027,17.8739,05-03-20,29780000,27,75,0,0,0
Angola,-11.2027,17.8739,06-03-20,29780000,25,83,0,0,0
Angola,-11.2027,17.8739,07-03-20,29780000,26,79,0,0,0
Angola,-11.2027,17.8739,08-03-20,29780000,25,82,0,0,0
Angola,-11.2027,17.8739,09-03-20,29780000,24,85,0,0,0
Angola,-11.2027,17.8739,10-03-20,29780000,24,84,0,0,0
Angola,-11.2027,17.8739,11-03-20,29780000,23,90,0,0,0
Angola,-11.2027,17.8739,12-03-20,29780000,23,86,0,0,0
Angola,-11.2027,17.8739,13-03-20,29780000,23,89,0,0,0
Angola,-11.2027,17.8739,14-03-20,29780000,24,89,0,0,0
Angola,-11.2027,17.8739,15-03-20,29780000,24,90,0,0,0
Angola,-11.2027,17.8739,16-03-20,29780000,22,92,0,0,0
Angola,-11.2027,17.8739,17-03-20,29780000,20,94,0,0,0
Angola,-11.2027,17.8739,18-03-20,29780000,21,90,0,0,0
Angola,-11.2027,17.8739,19-03-20,29780000,24,81,0,0,0
Angola,-11.2027,17.8739,20-03-20,29780000,27,71,1,0,0
Angola,-11.2027,17.8739,21-03-20,29780000,25,80,2,0,0
Germany,51,9,22-03-20,83783942,6,59,24873,94,266
Antigua and Barbuda,17.0608,-61.7964,22-01-20,97929,25,77,0,0,0
Antigua and Barbuda,17.0608,-61.7964,23-01-20,97929,26,79,0,0,0
Antigua and Barbuda,17.0608,-61.7964,24-01-20,97929,26,80,0,0,0
Antigua and Barbuda,17.0608,-61.7964,25-01-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,26-01-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,27-01-20,97929,26,73,0,0,0
Antigua and Barbuda,17.0608,-61.7964,28-01-20,97929,26,72,0,0,0
Antigua and Barbuda,17.0608,-61.7964,29-01-20,97929,26,73,0,0,0
Antigua and Barbuda,17.0608,-61.7964,30-01-20,97929,26,74,0,0,0
Antigua and Barbuda,17.0608,-61.7964,31-01-20,97929,26,73,0,0,0
Antigua and Barbuda,17.0608,-61.7964,01-02-20,97929,26,78,0,0,0
Antigua and Barbuda,17.0608,-61.7964,02-02-20,97929,26,76,0,0,0
Antigua and Barbuda,17.0608,-61.7964,03-02-20,97929,26,74,0,0,0
Antigua and Barbuda,17.0608,-61.7964,04-02-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,05-02-20,97929,26,78,0,0,0
Antigua and Barbuda,17.0608,-61.7964,06-02-20,97929,26,77,0,0,0
Antigua and Barbuda,17.0608,-61.7964,07-02-20,97929,26,74,0,0,0
Antigua and Barbuda,17.0608,-61.7964,08-02-20,97929,26,74,0,0,0
Antigua and Barbuda,17.0608,-61.7964,09-02-20,97929,26,76,0,0,0
Antigua and Barbuda,17.0608,-61.7964,10-02-20,97929,26,74,0,0,0
Antigua and Barbuda,17.0608,-61.7964,11-02-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,12-02-20,97929,26,77,0,0,0
Antigua and Barbuda,17.0608,-61.7964,13-02-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,14-02-20,97929,26,76,0,0,0
Antigua and Barbuda,17.0608,-61.7964,15-02-20,97929,26,78,0,0,0
Antigua and Barbuda,17.0608,-61.7964,16-02-20,97929,26,77,0,0,0
Antigua and Barbuda,17.0608,-61.7964,17-02-20,97929,26,77,0,0,0
Antigua and Barbuda,17.0608,-61.7964,18-02-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,19-02-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,20-02-20,97929,26,73,0,0,0
Antigua and Barbuda,17.0608,-61.7964,21-02-20,97929,25,74,0,0,0
Antigua and Barbuda,17.0608,-61.7964,22-02-20,97929,26,74,0,0,0
Antigua and Barbuda,17.0608,-61.7964,23-02-20,97929,26,68,0,0,0
Antigua and Barbuda,17.0608,-61.7964,24-02-20,97929,26,76,0,0,0
Antigua and Barbuda,17.0608,-61.7964,25-02-20,97929,26,77,0,0,0
Antigua and Barbuda,17.0608,-61.7964,26-02-20,97929,26,78,0,0,0
Antigua and Barbuda,17.0608,-61.7964,27-02-20,97929,26,74,0,0,0
Antigua and Barbuda,17.0608,-61.7964,28-02-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,29-02-20,97929,26,76,0,0,0
Antigua and Barbuda,17.0608,-61.7964,01-03-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,02-03-20,97929,26,72,0,0,0
Antigua and Barbuda,17.0608,-61.7964,03-03-20,97929,26,76,0,0,0
Antigua and Barbuda,17.0608,-61.7964,04-03-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,05-03-20,97929,26,73,0,0,0
Antigua and Barbuda,17.0608,-61.7964,06-03-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,07-03-20,97929,26,76,0,0,0
Antigua and Barbuda,17.0608,-61.7964,08-03-20,97929,26,70,0,0,0
Antigua and Barbuda,17.0608,-61.7964,09-03-20,97929,26,70,0,0,0
Antigua and Barbuda,17.0608,-61.7964,10-03-20,97929,26,73,0,0,0
Antigua and Barbuda,17.0608,-61.7964,11-03-20,97929,26,75,0,0,0
Antigua and Barbuda,17.0608,-61.7964,12-03-20,97929,26,77,0,0,0
Antigua and Barbuda,17.0608,-61.7964,13-03-20,97929,26,76,1,0,0
Antigua and Barbuda,17.0608,-61.7964,14-03-20,97929,26,74,1,0,0
Antigua and Barbuda,17.0608,-61.7964,15-03-20,97929,26,71,1,0,0
Antigua and Barbuda,17.0608,-61.7964,16-03-20,97929,26,65,1,0,0
Antigua and Barbuda,17.0608,-61.7964,17-03-20,97929,27,67,1,0,0
Antigua and Barbuda,17.0608,-61.7964,18-03-20,97929,26,76,1,0,0
Antigua and Barbuda,17.0608,-61.7964,19-03-20,97929,26,76,1,0,0
Antigua and Barbuda,17.0608,-61.7964,20-03-20,97929,26,75,1,0,0
Antigua and Barbuda,17.0608,-61.7964,21-03-20,97929,26,77,1,0,0
Iran,32,53,22-03-20,83992949,13,52,21638,1685,7931
Argentina,-38.4161,-63.6167,22-01-20,45195774,37,35,0,0,0
Argentina,-38.4161,-63.6167,23-01-20,45195774,40,25,0,0,0
Argentina,-38.4161,-63.6167,24-01-20,45195774,34,31,0,0,0
Argentina,-38.4161,-63.6167,25-01-20,45195774,31,24,0,0,0
Argentina,-38.4161,-63.6167,26-01-20,45195774,29,31,0,0,0
Argentina,-38.4161,-63.6167,27-01-20,45195774,31,30,0,0,0
Argentina,-38.4161,-63.6167,28-01-20,45195774,33,28,0,0,0
Argentina,-38.4161,-63.6167,29-01-20,45195774,27,34,0,0,0
Argentina,-38.4161,-63.6167,30-01-20,45195774,33,29,0,0,0
Argentina,-38.4161,-63.6167,31-01-20,45195774,35,21,0,0,0
Argentina,-38.4161,-63.6167,01-02-20,45195774,39,22,0,0,0
Argentina,-38.4161,-63.6167,02-02-20,45195774,34,24,0,0,0
Argentina,-38.4161,-63.6167,03-02-20,45195774,37,40,0,0,0
Argentina,-38.4161,-63.6167,04-02-20,45195774,27,59,0,0,0
Argentina,-38.4161,-63.6167,05-02-20,45195774,28,36,0,0,0
Argentina,-38.4161,-63.6167,06-02-20,45195774,21,82,0,0,0
Argentina,-38.4161,-63.6167,07-02-20,45195774,27,59,0,0,0
Argentina,-38.4161,-63.6167,08-02-20,45195774,27,61,0,0,0
Argentina,-38.4161,-63.6167,09-02-20,45195774,25,52,0,0,0
Argentina,-38.4161,-63.6167,10-02-20,45195774,29,41,0,0,0
Argentina,-38.4161,-63.6167,11-02-20,45195774,32,29,0,0,0
Argentina,-38.4161,-63.6167,12-02-20,45195774,35,34,0,0,0
Argentina,-38.4161,-63.6167,13-02-20,45195774,27,59,0,0,0
Argentina,-38.4161,-63.6167,14-02-20,45195774,31,39,0,0,0
Argentina,-38.4161,-63.6167,15-02-20,45195774,33,25,0,0,0
Argentina,-38.4161,-63.6167,16-02-20,45195774,32,24,0,0,0
Argentina,-38.4161,-63.6167,17-02-20,45195774,30,32,0,0,0
Argentina,-38.4161,-63.6167,18-02-20,45195774,29,29,0,0,0
Argentina,-38.4161,-63.6167,19-02-20,45195774,25,24,0,0,0
Argentina,-38.4161,-63.6167,20-02-20,45195774,23,29,0,0,0
Argentina,-38.4161,-63.6167,21-02-20,45195774,22,46,0,0,0
Argentina,-38.4161,-63.6167,22-02-20,45195774,27,42,0,0,0
