,Province/State,Country/Region,Lat,Long,date,confirmed_cases,deaths_cases,recovered_cases,Anual Average Temperature (C),Anual Average High Temperature (C),Anual Average Low Temperature (C),Month Average Temperature (C),Month Average High Temperature (C),Month Average Low Temperature (C)
5935,,Morocco,31.7917,-7.0926,2/14/20,0,0,0,17.5,22.88888889,12.55555556,12.38888889,17.27777778,7.722222222
5936,,Namibia,-22.9576,18.4904,2/14/20,0,0,0,20.16666667,25.72222222,13.83333333,23.38888889,27.16666667,17.66666667
5937,,Nepal,28.1667,84.25,2/14/20,1,0,1,18.72222222,24,11.77777778,11.77777778,18.27777778,3.611111111
5938,Aruba,Netherlands,12.5186,-70.0358,2/14/20,0,0,0,9.555555556,12.83333333,6.5,2.277777778,4.888888889,-0.222222222
5939,Curacao,Netherlands,12.1696,-68.99,2/14/20,0,0,0,9.555555556,12.83333333,6.5,2.277777778,4.888888889,-0.222222222
5940,Sint Maarten,Netherlands,18.0425,-63.0548,2/14/20,0,0,0,9.555555556,12.83333333,6.5,2.277777778,4.888888889,-0.222222222
5941,,Netherlands,52.1326,5.2913,2/14/20,0,0,0,9.555555556,12.83333333,6.5,2.277777778,4.888888889,-0.222222222
5942,,New Zealand,-40.9006,174.886,2/14/20,0,0,0,12.22222222,16.88888889,7.611111111,17,22.11111111,11.94444444
5943,,Nicaragua,12.8654,-85.2072,2/14/20,0,0,0,25.88888889,29.72222222,23.77777778,25.83333333,29.16666667,22.5
5944,,Niger,17.6078,8.0817,2/14/20,0,0,0,28.33333333,34.66666667,22.27777778,25.22222222,31.94444444,17.55555556
5945,,Nigeria,9.082,8.6753,2/14/20,0,0,0,26.72222222,31.16666667,22,27.11111111,32.88888889,21.33333333
5946,,North Macedonia,41.6086,21.7453,2/14/20,0,0,0,11.61111111,16.44444444,6.666666667,3.055555556,6.5,-0.833333333
5947,,Norway,60.472,8.4689,2/14/20,0,0,0,4.333333333,6.722222222,1,-3.666666667,-1.277777778,-6.833333333
5948,,Oman,21,57,2/14/20,0,0,0,26.55555556,31.44444444,21.83333333,20.83333333,25.44444444,16.11111111
5949,,Pakistan,30.3753,69.3451,2/14/20,0,0,0,21.5,28.38888889,14.77777778,13,19.61111111,6.444444444
5950,,Panama,8.538,-80.7821,2/14/20,0,0,0,25.94444444,30.16666667,23.27777778,26.05555556,31.11111111,23.33333333
5951,,Papua New Guinea,-6.315,143.9555,2/14/20,0,0,0,24.66666667,29.33333333,20.94444444,25.16666667,29.88888889,21.38888889
5952,,Paraguay,-23.4425,-58.4438,2/14/20,0,0,0,22.27777778,27.88888889,17.33333333,26.5,31.83333333,21.61111111
5953,,Peru,-9.19,-75.0152,2/14/20,0,0,0,15.83333333,22.94444444,11.5,17.66666667,24.27777778,13.94444444
5954,,Philippines,13,122,2/14/20,3,1,1,26.55555556,30.33333333,22.72222222,25.61111111,29.44444444,21.66666667
5955,,Poland,51.9194,19.1451,2/14/20,0,0,0,7,13.44444444,1,-2.611111111,2.555555556,-8.444444444
5956,,Portugal,39.3999,-8.2245,2/14/20,0,0,0,15.77777778,20.16666667,12.33333333,11.55555556,15.33333333,8.388888889
5957,,Qatar,25.3548,51.1839,2/14/20,0,0,0,26.72222222,31.61111111,22,18.38888889,22.16666667,14.38888889
5958,,Romania,45.9432,24.9668,2/14/20,0,0,0,8.666666667,13.94444444,5.055555556,-1.388888889,2.611111111,-4.388888889
5959,,Russia,60,90,2/14/20,2,0,2,-0.944444444,3.611111111,-5.166666667,-16.55555556,-11.72222222,-20.66666667
5960,,Rwanda,-1.9403,29.8739,2/14/20,0,0,0,19.11111111,24.77777778,14.83333333,19.27777778,24.88888889,14.94444444
5961,,Saint Lucia,13.9094,-60.9789,2/14/20,0,0,0,27.5,29.83333333,24.77777778,26.22222222,28.44444444,23.55555556
5962,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/14/20,0,0,0,25.27777778,30.16666667,24.88888889,24,28.88888889,23.88888889
5963,,San Marino,43.9424,12.4578,2/14/20,0,0,0,12.77777778,15.77777778,9.277777778,3.5,5.611111111,0.722222222
5964,,Saudi Arabia,24,45,2/14/20,0,0,0,25.33333333,30.66666667,18.94444444,17.44444444,22.83333333,11.88888889
5965,,Senegal,14.4974,-14.4524,2/14/20,0,0,0,27.5,33.38888889,21.66666667,25.61111111,33.11111111,18.66666667
5966,,Serbia,44.0165,21.0059,2/14/20,0,0,0,10.11111111,15.16666667,5.5,0.555555556,4.888888889,-3.055555556
5967,,Seychelles,-4.6796,55.492,2/14/20,0,0,0,26.66666667,29.38888889,24.55555556,27.38888889,30.16666667,25.38888889
5968,,Singapore,1.2833,103.8333,2/14/20,67,0,17,26.44444444,30.44444444,23.88888889,26.5,30.72222222,23.61111111
5969,,Slovakia,48.669,19.699,2/14/20,0,0,0,6.222222222,11.66666667,2.222222222,-2.611111111,1.777777778,-6
5970,,Slovenia,46.1512,14.9955,2/14/20,0,0,0,8,12.11111111,3.722222222,-0.333333333,3.444444444,-4.166666667
5971,,Somalia,5.1521,46.1996,2/14/20,0,0,0,26.61111111,31.88888889,21.38888889,26.11111111,31.72222222,19.77777778
5972,,South Africa,-30.5595,22.9375,2/14/20,0,0,0,16.94444444,23.11111111,10.66666667,21.44444444,27,15.83333333
5973,,Spain,40,-4,2/14/20,2,0,0,15.55555556,20.72222222,11.27777778,10.33333333,15.16666667,6.444444444
5974,,Sri Lanka,7,81,2/14/20,1,0,1,25.38888889,29.72222222,23.5,24.77777778,29.66666667,22.05555556
5975,,Sudan,12.8628,30.2176,2/14/20,0,0,0,27.88888889,34.72222222,20.66666667,24.38888889,32,16.11111111
5976,,Suriname,3.9193,-56.0278,2/14/20,0,0,0,25.72222222,30,23.88888889,25.44444444,28.88888889,23.61111111
5977,,Sweden,63,16,2/14/20,1,0,0,4.611111111,8.166666667,0.888888889,-5.111111111,-2.055555556,-8.555555556
5978,,Switzerland,46.8182,8.2275,2/14/20,0,0,0,5.833333333,10.44444444,2.111111111,-1.666666667,2.388888889,-5.222222222
5979,,Taiwan*,23.7,121,2/14/20,18,0,2,21.88888889,25.05555556,18.83333333,15.61111111,18.5,12.5
5980,,Tanzania,-6.369,34.8888,2/14/20,0,0,0,22.33333333,27.88888889,17.44444444,23.38888889,29.22222222,18.83333333
5981,,Thailand,15,101,2/14/20,33,0,12,27.05555556,31.83333333,22.27777778,26.16666667,32.33333333,20.05555556
5982,,Togo,8.6195,0.8248,2/14/20,0,0,0,26.55555556,31.55555556,22.66666667,28.33333333,34.55555556,23.38888889
5983,,Trinidad and Tobago,10.6918,-61.2225,2/14/20,0,0,0,26.38888889,30.38888889,23.44444444,25.94444444,30,22.22222222
5984,,Tunisia,34,9,2/14/20,0,0,0,18.33333333,23,13.11111111,11.55555556,15.77777778,6.611111111
5985,,Turkey,38.9637,35.2433,2/14/20,0,0,0,12.33333333,17.72222222,7,3.388888889,7.444444444,-0.555555556
5986,,Uganda,1,32,2/14/20,0,0,0,21.5,27.11111111,15.5,22.33333333,28.83333333,15.88888889
5987,,Ukraine,48.3794,31.1656,2/14/20,0,0,0,8.666666667,12.83333333,4.611111111,-2.777777778,0.055555556,-5.944444444
5988,,United Arab Emirates,24,54,2/14/20,8,0,1,27,33.11111111,21.44444444,19.22222222,24.27777778,14.44444444
5989,Bermuda,United Kingdom,32.3078,-64.7505,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
5990,Cayman Islands,United Kingdom,19.3133,-81.2546,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
5991,Channel Islands,United Kingdom,49.3723,-2.3644,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
5992,Gibraltar,United Kingdom,36.1408,-5.3536,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
5993,Isle of Man,United Kingdom,54.2361,-4.5481,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
5994,Montserrat,United Kingdom,16.7425,-62.1874,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
5995,,United Kingdom,55.3781,-3.436,2/14/20,9,0,1,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
5996,,Uruguay,-32.5228,-55.7658,2/14/20,0,0,0,16.83333333,22.44444444,11.94444444,22.66666667,28.66666667,17.38888889
5997,,United States of America,37.0902,-95.7129,2/14/20,13,0,3,,,,,,
5998,,Uzbekistan,41.3775,64.5853,2/14/20,0,0,0,13.94444444,19.83333333,6.722222222,1.666666667,6.111111111,-3.666666667
5999,,Venezuela,6.4238,-66.5897,2/14/20,0,0,0,24.66666667,29.94444444,20.61111111,24.16666667,29.77777778,19.44444444
6000,,Vietnam,16,108,2/14/20,16,0,7,24.72222222,28.77777778,21.38888889,21.5,25.61111111,17.94444444
6001,,Zambia,-15.4167,28.2833,2/14/20,0,0,0,21,27.38888889,14.27777778,22.33333333,27.16666667,17.16666667
6002,,Zimbabwe,-20,30,2/14/20,0,0,0,19.66666667,25.94444444,13.16666667,22.11111111,26.83333333,16.83333333
6003,,Dominica,15.415,-61.371,2/14/20,0,0,0,,,,,,
6004,,Grenada,12.1165,-61.679,2/14/20,0,0,0,26.11111111,29.66666667,23.44444444,25.55555556,28.88888889,22.5
6005,,Mozambique,-18.665695,35.529562,2/14/20,0,0,,23.72222222,29.33333333,19.27777778,26,30.66666667,21.83333333
6006,,Syria,34.802075,38.996815,2/14/20,0,0,,17.72222222,23.61111111,12.55555556,8.555555556,13.05555556,4.444444444
6007,,Timor-Leste,-8.874217,125.727539,2/14/20,0,0,,24.05555556,31.11111111,24.44444444,24.33333333,31.11111111,25.55555556
6008,,Laos,19.85627,102.495496,2/14/20,0,0,0,24.66666667,30.11111111,20.05555556,22.44444444,29.83333333,16
6009,,Libya,26.3351,17.228331,2/14/20,0,0,0,20.16666667,26,14.55555556,13.38888889,19.05555556,7.944444444
6010,,West Bank and Gaza,31.9522,35.2332,2/14/20,0,0,0,,,,,,
6011,,Guinea-Bissau,11.8037,-15.1804,2/14/20,0,0,0,27,31.22222222,22.66666667,26.61111111,32.38888889,20.66666667
6012,,Mali,17.570692,-3.996166,2/14/20,0,0,0,28.38888889,34,23.38888889,26.38888889,33.16666667,20.27777778
6013,,Saint Kitts and Nevis,17.357822,-62.782998,2/14/20,0,0,0,26.33333333,29.38888889,23.44444444,24.33333333,26.38888889,21.83333333
6014,Northwest Territories,Canada,64.8255,-124.8457,2/14/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6015,Yukon,Canada,64.2823,-135,2/14/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6016,,Kosovo,42.602636,20.902977,2/14/20,0,0,0,,,,,,
6017,,Burma,21.9162,95.956,2/14/20,0,0,0,25.83333333,30.55555556,20.33333333,23.61111111,30.55555556,15.38888889
6018,Anguilla,United Kingdom,18.2206,-63.0686,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
6019,British Virgin Islands,United Kingdom,18.4207,-64.64,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
6020,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/14/20,0,0,0,9.333333333,12.94444444,6.055555556,4.222222222,7.111111111,1.444444444
6021,,Botswana,-22.3285,24.6849,2/14/20,0,0,0,20.94444444,28.88888889,13.66666667,24.88888889,31.16666667,18.94444444
6022,,Burundi,-3.3731,29.9189,2/14/20,0,0,0,20,25.33333333,15.11111111,20.16666667,25.05555556,15.61111111
6023,,Sierra Leone,8.460555,-11.779889,2/14/20,0,0,0,26.11111111,30.27777778,22.55555556,27,32.55555556,22.44444444
6024,,Afghanistan,33,65,2/15/20,0,0,0,14.05555556,22.27777778,8.055555556,3,10.27777778,-1.333333333
6025,,Albania,41.1533,20.1683,2/15/20,0,0,0,14.16666667,19.16666667,11.22222222,6.833333333,10.88888889,4.611111111
6026,,Algeria,28.0339,1.6596,2/15/20,0,0,0,17.44444444,24,12.22222222,10.44444444,16.5,5.666666667
6027,,Andorra,42.5063,1.5218,2/15/20,0,0,0,5.666666667,10.22222222,1,-0.888888889,2.833333333,-4.888888889
6028,,Angola,-11.2027,17.8739,2/15/20,0,0,0,21.27777778,27.77777778,15.88888889,22.66666667,28.11111111,18.16666667
6029,,Antigua and Barbuda,17.0608,-61.7964,2/15/20,0,0,0,26.44444444,28.55555556,23.88888889,24.61111111,27.27777778,22.33333333
6030,,Argentina,-38.4161,-63.6167,2/15/20,0,0,0,17.38888889,22.83333333,10.27777778,22.94444444,28.61111111,15.72222222
6031,,Armenia,40.0691,45.0382,2/15/20,0,0,0,7.055555556,13.94444444,0.388888889,-4.5,1.833333333,-10.66666667
6032,Australian Capital Territory,Australia,-35.4735,149.0124,2/15/20,0,0,0,17.44444444,23.44444444,11.61111111,22.83333333,29,16.88888889
6033,New South Wales,Australia,-33.8688,151.2093,2/15/20,4,0,4,17.44444444,23.44444444,11.61111111,22.83333333,29,16.88888889
6034,Northern Territory,Australia,-12.4634,130.8456,2/15/20,0,0,0,17.44444444,23.44444444,11.61111111,22.83333333,29,16.88888889
6035,Queensland,Australia,-28.0167,153.4,2/15/20,5,0,0,17.44444444,23.44444444,11.61111111,22.83333333,29,16.88888889
6036,South Australia,Australia,-34.9285,138.6007,2/15/20,2,0,0,17.44444444,23.44444444,11.61111111,22.83333333,29,16.88888889
6037,Tasmania,Australia,-41.4545,145.9707,2/15/20,0,0,0,17.44444444,23.44444444,11.61111111,22.83333333,29,16.88888889
6038,Victoria,Australia,-37.8136,144.9631,2/15/20,4,0,4,17.44444444,23.44444444,11.61111111,22.83333333,29,16.88888889
6039,Western Australia,Australia,-31.9505,115.8605,2/15/20,0,0,0,17.44444444,23.44444444,11.61111111,22.83333333,29,16.88888889
6040,,Austria,47.5162,14.5501,2/15/20,0,0,0,7,12.33333333,3,-1.333333333,3.611111111,-4.666666667
6041,,Azerbaijan,40.1431,47.5769,2/15/20,0,0,0,13,17.33333333,7,1.833333333,5.222222222,-3.055555556
6042,,Bahamas,25.0343,-77.3963,2/15/20,0,0,0,24.83333333,28.5,21.88888889,21.72222222,25.22222222,18.88888889
6043,,Bahrain,26.0275,50.55,2/15/20,0,0,0,25.83333333,29.61111111,23.38888889,17.5,20.83333333,15.27777778
6044,,Bangladesh,23.685,90.3563,2/15/20,0,0,0,25.33333333,29.94444444,20.72222222,21.11111111,27.77777778,14.66666667
6045,,Belize,13.1939,-59.5432,2/15/20,0,0,0,,,,,,
6046,,Belarus,53.7098,27.9534,2/15/20,0,0,0,5.944444444,10.94444444,2.5,-5.444444444,-1.111111111,-7.666666667
6047,,Belgium,50.8333,4,2/15/20,1,0,0,9.333333333,13.05555556,5.555555556,2.222222222,5.222222222,-0.777777778
6048,,Benin,9.3077,2.3158,2/15/20,0,0,0,26.94444444,32.05555556,22.44444444,28.66666667,34.88888889,23
6049,,Bhutan,27.5142,90.4336,2/15/20,0,0,0,15.61111111,21,10.27777778,9.611111111,15.55555556,3.611111111
6050,,Bolivia,-16.2902,-63.5887,2/15/20,0,0,0,17.16666667,24.55555556,10.33333333,18.72222222,24.77777778,13.16666667
6051,,Bosnia and Herzegovina,43.9159,17.6791,2/15/20,0,0,0,9.888888889,14.11111111,5.888888889,1.611111111,5.055555556,-1.5
6052,,Brazil,-14.235,-51.9253,2/15/20,0,0,0,24.5,30.83333333,19.94444444,25.5,31.61111111,21
6053,,Brunei,4.5353,114.7277,2/15/20,0,0,0,27.22222222,30.83333333,23.33333333,26.94444444,30,23.61111111
6054,,Bulgaria,42.7339,25.4858,2/15/20,0,0,0,9.666666667,15.16666667,6.333333333,0.388888889,4.944444444,-3.777777778
6055,,Burkina Faso,12.2383,-1.5616,2/15/20,0,0,0,28.27777778,34.11111111,22.5,27.72222222,35.38888889,20.83333333
6056,,Cabo Verde,16.5388,-23.0418,2/15/20,0,0,0,22.66666667,26.66666667,21.11111111,20.33333333,24.5,18.05555556
6057,,Cambodia,11.55,104.9167,2/15/20,1,0,1,27,32,23.22222222,26.61111111,32.55555556,21.61111111
6058,,Cameroon,3.848,11.5021,2/15/20,0,0,0,23.83333333,29,18.94444444,24.94444444,31.05555556,18.55555556
6059,Alberta,Canada,53.9333,-116.5765,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6060,British Columbia,Canada,49.2827,-123.1207,2/15/20,4,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6061,Grand Princess,Canada,37.6489,-122.6655,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6062,Manitoba,Canada,53.7609,-98.8139,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6063,New Brunswick,Canada,46.5653,-66.4619,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6064,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6065,Nova Scotia,Canada,44.682,-63.7443,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6066,Ontario,Canada,51.2538,-85.3232,2/15/20,3,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6067,Prince Edward Island,Canada,46.5107,-63.4168,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6068,Quebec,Canada,52.9399,-73.5491,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6069,Saskatchewan,Canada,52.9399,-106.4509,2/15/20,0,0,,3.333333333,8.444444444,-1.777777778,-9.166666667,-4.055555556,-14.16666667
6070,,Central African Republic,6.6111,20.9394,2/15/20,0,0,0,24.88888889,31.61111111,19.33333333,26.22222222,34.72222222,19.05555556
6071,,Chad,15.4542,18.7322,2/15/20,0,0,0,27.27777778,35.55555556,20.66666667,26.27777778,36.44444444,17.55555556
6072,,Chile,-35.6751,-71.543,2/15/20,0,0,0,12.27777778,17.66666667,8.277777778,16.5,22.77777778,11.88888889
6073,Anhui,China,31.8257,117.2264,2/15/20,950,6,221,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6074,Beijing,China,40.1824,116.4142,2/15/20,375,4,98,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6075,Chongqing,China,30.0572,107.874,2/15/20,544,5,184,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6076,Fujian,China,26.0789,117.9874,2/15/20,285,0,71,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6077,Gansu,China,37.8099,101.0583,2/15/20,90,2,49,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6078,Guangdong,China,23.3417,113.4244,2/15/20,1294,2,410,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6079,Guangxi,China,23.8298,108.7881,2/15/20,235,2,44,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6080,Guizhou,China,26.8154,106.8748,2/15/20,143,1,41,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6081,Hainan,China,19.1959,109.7453,2/15/20,162,4,39,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6082,Hebei,China,39.549,116.1306,2/15/20,291,3,101,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6083,Heilongjiang,China,47.862,127.7615,2/15/20,425,11,68,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6084,Henan,China,33.882,113.614,2/15/20,1212,13,391,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6085,Hong Kong,China,22.3,114.2,2/15/20,56,1,1,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6086,Hubei,China,30.9756,112.2707,2/15/20,56249,1596,5623,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6087,Hunan,China,27.6104,111.7088,2/15/20,1001,2,425,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6088,Inner Mongolia,China,44.0935,113.9448,2/15/20,68,0,7,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6089,Jiangsu,China,32.9711,119.455,2/15/20,604,0,186,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6090,Jiangxi,China,27.614,115.7221,2/15/20,913,1,210,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6091,Jilin,China,43.6661,126.1923,2/15/20,88,1,26,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6092,Liaoning,China,41.2956,122.6085,2/15/20,119,1,31,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6093,Macau,China,22.1667,113.55,2/15/20,10,0,3,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6094,Ningxia,China,37.2692,106.1655,2/15/20,70,0,33,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6095,Qinghai,China,35.7452,95.9956,2/15/20,18,0,13,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6096,Shaanxi,China,35.1917,108.8701,2/15/20,232,0,60,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6097,Shandong,China,36.3427,118.1498,2/15/20,532,2,156,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6098,Shanghai,China,31.202,121.4491,2/15/20,326,1,124,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6099,Shanxi,China,37.5777,112.2922,2/15/20,128,0,46,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6100,Sichuan,China,30.6171,102.7103,2/15/20,470,1,119,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6101,Tianjin,China,39.3054,117.323,2/15/20,122,3,37,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6102,Tibet,China,31.6927,88.0924,2/15/20,1,0,1,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6103,Xinjiang,China,41.1129,85.2401,2/15/20,70,1,10,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6104,Yunnan,China,24.974,101.487,2/15/20,168,0,42,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6105,Zhejiang,China,29.1832,120.0934,2/15/20,1162,0,428,12.94444444,16.61111111,6.166666667,1.555555556,5.333333333,-5.333333333
6106,,Colombia,4.5709,-74.2973,2/15/20,0,0,0,23.11111111,27.16666667,20.11111111,23.88888889,28.5,20.77777778
6107,,Congo (Kinshasa),-4.0383,21.7587,2/15/20,0,0,0,23.5,29.38888889,18.94444444,24.16666667,30.05555556,19.77777778
6108,,Costa Rica,9.7489,-83.7534,2/15/20,0,0,0,24.72222222,29.38888889,20.22222222,24.61111111,29.83333333,19.38888889
6109,,Cote d'Ivoire,7.54,-5.5471,2/15/20,0,0,0,26.22222222,30.44444444,21.66666667,27.55555556,32.94444444,21.77777778
6110,,Croatia,45.1,15.2,2/15/20,0,0,0,12.83333333,16.83333333,8.888888889,4.722222222,8.277777778,1.444444444
6111,,MS Zaandam,0,0,2/15/20,0,0,0,,,,,,
6112,,Cuba,22,-80,2/15/20,0,0,0,25.27777778,29.16666667,21.77777778,22.88888889,27.05555556,18.94444444
6113,,Cyprus,35.1264,33.4299,2/15/20,0,0,0,18.94444444,23.94444444,14.16666667,11.83333333,16.44444444,7.555555556
6114,,Czechia,49.8175,15.473,2/15/20,0,0,0,6.944444444,10.77777778,2.944444444,-1.444444444,1.277777778,-4.833333333
6115,Faroe Islands,Denmark,61.8926,-6.9118,2/15/20,0,0,0,7.777777778,10.77777778,5.333333333,0.277777778,2.388888889,-1.666666667
6116,Greenland,Denmark,71.7069,-42.6043,2/15/20,0,0,0,7.777777778,10.77777778,5.333333333,0.277777778,2.388888889,-1.666666667
6117,,Denmark,56.2639,9.5018,2/15/20,0,0,0,7.777777778,10.77777778,5.333333333,0.277777778,2.388888889,-1.666666667
6118,,Djibouti,11.8251,42.5903,2/15/20,0,0,0,28.5,32.33333333,23.88888889,24.88888889,28.5,20.66666667
6119,,Dominican Republic,18.7357,-70.1627,2/15/20,0,0,0,24.72222222,29.33333333,21.72222222,23.44444444,27.83333333,19.44444444
6120,,Ecuador,-1.8312,-78.1834,2/15/20,0,0,0,19.44444444,26.61111111,19.61111111,20.44444444,27.33333333,20.66666667
6121,,Egypt,26,30,2/15/20,1,0,0,21.77777778,28,16.27777778,14.77777778,20.94444444,9.388888889
6122,,El Salvador,13.7942,-88.8965,2/15/20,0,0,0,23.16666667,29.94444444,20.27777778,22.77777778,30.16666667,19.05555556
6123,,Equatorial Guinea,1.5,10,2/15/20,0,0,0,24.44444444,29.38888889,20.11111111,25.38888889,30.77777778,20.22222222
6124,,Eritrea,15.1794,39.7823,2/15/20,0,0,0,23.38888889,31.27777778,21.55555556,20.88888889,28.61111111,17.77777778
6125,,Estonia,58.5953,25.0136,2/15/20,0,0,0,5.5,9.111111111,2.166666667,-4.833333333,-1.888888889,-7.777777778
6126,,Eswatini,-26.5225,31.4659,2/15/20,0,0,0,19.66666667,23.88888889,14.11111111,23.11111111,26.38888889,17.77777778
6127,,Ethiopia,9.145,40.4897,2/15/20,0,0,0,19.33333333,26.05555556,14.11111111,19.5,27.27777778,13.5
6128,,Fiji,-17.7134,178.065,2/15/20,0,0,0,24.94444444,28.77777778,22.27777778,26.44444444,30.16666667,23.77777778
6129,,Finland,64,26,2/15/20,1,0,1,2.555555556,6.611111111,-0.388888889,-8.722222222,-4.888888889,-11.66666667
6130,French Guiana,France,3.9339,-53.1258,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6131,French Polynesia,France,-17.6797,149.4068,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6132,Guadeloupe,France,16.25,-61.5833,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6133,Mayotte,France,-12.8275,45.1662,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6134,New Caledonia,France,-20.9043,165.618,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6135,Reunion,France,-21.1351,55.2471,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6136,Saint Barthelemy,France,17.9,-62.8333,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6137,St Martin,France,18.0708,-63.0501,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6138,Martinique,France,14.6415,-61.0242,2/15/20,0,0,0,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6139,,France,46.2276,2.2137,2/15/20,12,1,4,11.27777778,15.83333333,7.555555556,4.777777778,8.666666667,1.555555556
6140,,Gabon,-0.8037,11.6094,2/15/20,0,0,0,24.77777778,28.88888889,21.72222222,25.83333333,30.05555556,22.55555556
