Country/Region;date;deaths;recovered;cases;number of infections per million inhabitants;number of deaths per million inhabitants;number of recovered per million inhabitants;deaths cases previous day ratio;hundred cases;day since 100 cases;1000 cases;day since 1000 cases;growth rate 1 day;growth rate 2 days;growth rate 7 days;proportion growth rate 1 day;proportion growth rate 2 days;proportion growth rate 7 days;population;population density;area;median age;urban population;continent;health care spending - government schemes and compulsory contributory health care financing schemes;health care spending - voluntary health care payment schemes;health care spending - out of pocket spending;health care spending - rest of the world financing schemes (non-resident);health care spending - Unspecified financing schemes (n.e.c.);GDP measured by PPP index
afghanistan;22/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;23/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;24/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;25/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;26/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;27/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;28/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;29/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;30/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;31/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;01/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;02/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;03/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;04/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;05/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;06/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;07/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;08/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;09/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;10/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;11/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;12/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;13/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;14/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;15/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;16/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;17/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;18/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;19/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;20/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;21/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;22/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;23/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;24/02/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;0;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;25/02/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;0;0;0;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;26/02/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;0;1;0;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;27/02/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;0;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;28/02/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;0;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;29/02/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;0;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;01/03/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;0;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;02/03/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;1;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;03/03/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;1;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;04/03/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;1;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;05/03/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;1;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;06/03/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;1;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;07/03/2020;0;0;1;0,025688222;0;0;0;0;0;0;0;1;1;1;1;1;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;08/03/2020;0;0;4;0,102752889;0;0;0;0;0;0;0;4;4;4;4;4;0;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;09/03/2020;0;0;4;0,102752889;0;0;0;0;0;0;0;1;4;4;0,25;1;4;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;10/03/2020;0;0;5;0,128441111;0;0;0;0;0;0;0;1,25;1,25;5;1,25;0,3125;5;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;11/03/2020;0;0;7;0,179817555;0;0;0;0;0;0;0;1,4;1,75;7;1,12;1,4;7;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;12/03/2020;0;0;7;0,179817555;0;0;0;0;0;0;0;1;1,4;7;0,714285714;0,8;7;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;13/03/2020;0;0;7;0,179817555;0;0;0;0;0;0;0;1;1;7;1;0,714285714;7;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;14/03/2020;0;0;11;0,282570444;0;0;0;0;0;0;0;1,571428571;1,571428571;11;1,571428571;1,571428571;11;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;15/03/2020;0;0;16;0,411011554;0;0;0;0;0;0;0;1,454545455;2,285714286;4;0,925619835;1,454545455;1;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;16/03/2020;0;1;21;0,539452665;0;0,025688222;0;0;0;0;0;1,3125;1,909090909;5,25;0,90234375;0,835227273;1,3125;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;17/03/2020;0;1;22;0,565140887;0;0,025688222;0;0;0;0;0;1,047619048;1,375;4,4;0,798185941;0,720238095;0,88;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;18/03/2020;0;1;22;0,565140887;0;0,025688222;0;0;0;0;0;1;1,047619048;3,142857143;0,954545455;0,761904762;0,448979592;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;19/03/2020;0;1;22;0,565140887;0;0,025688222;0;0;0;0;0;1;1;3,142857143;1;0,954545455;0,448979592;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;20/03/2020;0;1;24;0,616517332;0;0,025688222;0;0;0;0;0;1,090909091;1,090909091;3,428571429;1,090909091;1,090909091;0,489795918;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;21/03/2020;0;1;24;0,616517332;0;0,025688222;0;0;0;0;0;1;1,090909091;2,181818182;0,916666667;1;0,198347107;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;22/03/2020;1;1;40;1,027528886;0,025688222;0,025688222;0,041666667;0;0;0;0;1,666666667;1,666666667;2,5;1,666666667;1,527777778;0,625;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
afghanistan;23/03/2020;1;1;40;1,027528886;0,025688222;0,025688222;0,025;0;0;0;0;1;1,666666667;1,904761905;0,6;1;0,362811791;38928346;60;652860;18;0,25;Asia;10,95927697;10,66571731;75,48257831;2,89242741;NA;NA
albania;22/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;23/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;24/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;25/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;26/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;27/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;28/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;29/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;30/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;31/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;01/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;02/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;03/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;04/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;05/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;06/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;07/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;08/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;09/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;10/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;11/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;12/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;13/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;14/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;15/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;16/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;17/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;18/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;19/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;20/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;21/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;22/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;23/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;24/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;25/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;26/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;27/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;28/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;29/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;01/03/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;02/03/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;03/03/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;04/03/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;05/03/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;06/03/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;07/03/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;08/03/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;09/03/2020;0;0;2;0,694976053;0;0;0;0;0;0;0;0;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;10/03/2020;0;0;10;3,474880264;0;0;0;0;0;0;0;5;0;0;0;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;11/03/2020;1;0;12;4,169856317;0,347488026;0;0,1;0;0;0;0;1,2;6;0;0,24;0;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;12/03/2020;1;0;23;7,992224608;0,347488026;0;0,083333333;0;0;0;0;1,916666667;2,3;0;1,597222222;0,383333333;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;13/03/2020;1;0;33;11,46710487;0,347488026;0;0,043478261;0;0;0;0;1,434782609;2,75;0;0,748582231;1,195652174;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;14/03/2020;1;0;38;13,204545;0,347488026;0;0,03030303;0;0;0;0;1,151515152;1,652173913;0;0,802571166;0,600790514;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;15/03/2020;1;0;42;14,59449711;0,347488026;0;0,026315789;0;0;0;0;1,105263158;1,272727273;0;0,959833795;0,770334928;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;16/03/2020;1;0;51;17,72188935;0,347488026;0;0,023809524;0;0;0;0;1,214285714;1,342105263;25,5;1,098639456;1,054511278;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;17/03/2020;1;0;55;19,11184145;0,347488026;0;0,019607843;0;0;0;0;1,078431373;1,30952381;5,5;0,888119954;0,975723623;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;18/03/2020;2;0;59;20,50179356;0,694976053;0;0,036363636;0;0;0;0;1,072727273;1,156862745;4,916666667;0,994710744;0,88342246;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;19/03/2020;2;0;64;22,23923369;0,694976053;0;0,033898305;0;0;0;0;1,084745763;1,163636364;2,782608696;1,011203677;1,005855162;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;20/03/2020;2;0;70;24,32416185;0,694976053;0;0,03125;0;0;0;0;1,09375;1,186440678;2,121212121;1,008300781;1,019597458;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;21/03/2020;2;2;76;26,40909001;0,694976053;0,694976053;0,028571429;0;0;0;0;1,085714286;1,1875;2;0,992653061;1,000892857;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;22/03/2020;2;2;89;30,92643435;0,694976053;0,694976053;0,026315789;0;0;0;0;1,171052632;1,271428571;2,119047619;1,078601108;1,070676692;0;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
albania;23/03/2020;4;2;104;36,13875475;1,389952106;0,694976053;0,04494382;1;1;0;0;1,168539326;1,368421053;2,039215686;0,997853806;1,076286221;0,079969243;2877797;105;27400;36;0,63;Europe;NA;NA;NA;NA;NA;37148,46113
algeria;22/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;23/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;24/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;25/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;26/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;27/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;28/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;29/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;30/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;31/01/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;01/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;02/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;03/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;04/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;05/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;06/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;07/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
algeria;08/02/2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43851044;18;2381740;29;0,73;Africa;65,96294877;1,48821328;32,54883795;NA;NA;631867,1338
